smiles,pKi
CC(C)(C)OC(=O)NC1C2CN(CCCN=c3c4c([nH]c5ccccc35)CCCCC4)CC21,7.309999965512871
CC(C)(C)OC(=O)NCCC(=O)N1CC2CC1CN2CCCOc1ccc(C(=O)C2CC2)cc1,7.1487416512809245
CC(C)(C)OC(=O)NCCCCCCn1cc(CCCCN2CCC(c3ccc(-c4cc(C(=O)O)cc5cc(-c6ccc(C(F)(F)F)cc6)ccc45)cc3)CC2)nn1,5.557520230935552
CC(C)(C)OC(=O)n1ccc(=O)n(Cc2ccc(OCCCN3CCCCC3)cc2)c1=O,7.299988937677888
CC(C)(C)OCC(N)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,8.070019409484486
CC(C)(C)OCCCc1c[nH]cn1,6.910413760203845
CC(C)(C)OCCc1c[nH]cn1,6.301029995663981
CC(C)(C)c1ccc(N2CCC(Cc3c[nH]cn3)CC2)cc1,7.853871964321762
CC(C)(C)c1ccc(N2CCN(Cc3c[nH]cn3)CC2)cc1,6.0
CC(C)(C)c1ccc(NCCc2c[nH]cn2)cc1,9.050609993355087
CC(C)(C)c1ccc(OCCCCCCN2CCCCCC2)cc1,6.081445469449727
CC(C)(C)c1ccc(OCCCCN2CCN(C3CCCO3)CC2)cc1,5.0
CC(C)(C)c1ccc(OCCCCN2CCN(c3ccccn3)CC2)cc1,5.529148675473882
CC(C)(C)c1ccc(OCCCCN2CCN(c3cccnc3)CC2)cc1,5.465973893943865
CC(C)(C)c1ccc(OCCCCN2CCN(c3ccncc3)CC2)cc1,7.422508200162775
CC(C)(C)c1ccc(OCCCCN2CCN(c3cnccn3)CC2)cc1,5.261457259071214
CC(C)(C)c1ccc(OCCCCN2CCN(c3ncccn3)CC2)cc1,6.054039296422431
CC(C)(C)c1ccc(OCCCN2CCC(N3CCCCC3)CC2)cc1,7.0
